aggregate_id,event_type,processed_at
order-007fd718,EventType.ORDER_CREATED,2025-09-20 06:55:25.314666
order-00818d2b,EventType.ORDER_CREATED,2025-09-20 06:56:45.297842
order-008bc5c6,EventType.ORDER_CREATED,2025-09-20 06:58:15.631235
order-008f5d5f,EventType.ORDER_CREATED,2025-09-20 06:58:09.991608
order-0098538d,EventType.ORDER_CREATED,2025-09-20 06:54:41.180137
order-0098cf81,EventType.ORDER_CREATED,2025-09-20 06:57:32.494907
order-009cdc49,EventType.ORDER_CREATED,2025-09-20 06:58:47.258212
order-00aaacfa,EventType.ORDER_CREATED,2025-09-20 06:58:44.380454
order-00af090e,EventType.ORDER_CREATED,2025-09-20 06:58:45.254332
order-00af3a20,EventType.ORDER_CREATED,2025-09-20 06:53:45.323828
order-00af8eff,EventType.ORDER_CREATED,2025-09-20 06:55:04.477127
order-00afc95d,EventType.ORDER_CREATED,2025-09-20 06:58:10.781264
order-00b8ca05,EventType.ORDER_CREATED,2025-09-20 06:58:48.770529
order-00cb36ed,EventType.ORDER_CREATED,2025-09-20 06:58:25.683033
order-00d47b29,EventType.ORDER_CREATED,2025-09-20 06:56:50.106462
order-00d6ceeb,EventType.ORDER_CREATED,2025-09-20 06:55:34.941820
order-00d9a5e4,EventType.ORDER_CREATED,2025-09-20 06:58:06.064927
order-00da8388,EventType.ORDER_CREATED,2025-09-20 06:58:25.220737
order-00da9f64,EventType.ORDER_CREATED,2025-09-20 06:54:16.321185
order-00e20fec,EventType.ORDER_CREATED,2025-09-20 06:57:17.040381
order-00e2120e,EventType.ORDER_CREATED,2025-09-20 06:57:43.785731
order-00e6540b,EventType.ORDER_CREATED,2025-09-20 06:58:51.788391
order-00f5adb3,EventType.ORDER_CREATED,2025-09-20 06:57:09.238488
order-00f7f1c0,EventType.ORDER_CREATED,2025-09-20 06:57:49.361392
order-00f93ee8,EventType.ORDER_CREATED,2025-09-20 06:56:11.954169
order-00fa3fc5,EventType.ORDER_CREATED,2025-09-20 06:58:00.464859
order-01003576,EventType.ORDER_CREATED,2025-09-20 06:58:19.518610
order-010139b0,EventType.ORDER_CREATED,2025-09-20 06:56:14.136929
order-0107bb96,EventType.ORDER_CREATED,2025-09-20 06:57:33.481179
order-010d8699,EventType.ORDER_CREATED,2025-09-20 06:58:38.266109
order-01130ad5,EventType.ORDER_CREATED,2025-09-20 06:58:12.952667
order-0117359b,EventType.ORDER_CREATED,2025-09-20 06:56:55.480101
order-012e35e1,EventType.ORDER_CREATED,2025-09-20 06:55:51.258912
order-012eff76,EventType.ORDER_CREATED,2025-09-20 06:54:51.864388
order-013249a1,EventType.ORDER_CREATED,2025-09-20 06:56:35.953444
order-01398c86,EventType.ORDER_CREATED,2025-09-20 06:58:36.288861
order-013b265b,EventType.ORDER_CREATED,2025-09-20 06:56:57.285459
order-013e3abf,EventType.ORDER_CREATED,2025-09-20 06:55:50.074666
order-01408053,EventType.ORDER_CREATED,2025-09-20 06:56:43.134979
order-01550bd9,EventType.ORDER_CREATED,2025-09-20 06:58:58.166152
order-0157da83,EventType.ORDER_CREATED,2025-09-20 06:56:50.160150
order-01582aba,EventType.ORDER_CREATED,2025-09-20 06:58:29.404126
order-01592d33,EventType.ORDER_CREATED,2025-09-20 06:58:11.920353
order-015c16ba,EventType.ORDER_CREATED,2025-09-20 06:58:09.588068
order-015f00a3,EventType.ORDER_CREATED,2025-09-20 06:56:20.746568
order-01667ae4,EventType.ORDER_CREATED,2025-09-20 06:58:29.831532
order-016842c5,EventType.ORDER_CREATED,2025-09-20 06:57:54.259885
order-016e3551,EventType.ORDER_CREATED,2025-09-20 06:58:57.762294
order-016e6450,EventType.ORDER_CREATED,2025-09-20 06:54:15.016186
order-016e98e3,EventType.ORDER_CREATED,2025-09-20 06:58:26.795792
order-0173350d,EventType.ORDER_CREATED,2025-09-20 06:58:40.845917
order-0182b843,EventType.ORDER_CREATED,2025-09-20 06:58:51.890442
order-01994f74,EventType.ORDER_CREATED,2025-09-20 06:55:56.215557
order-019c323b,EventType.ORDER_CREATED,2025-09-20 06:56:54.042093
order-019e1c5f,EventType.ORDER_CREATED,2025-09-20 06:58:50.523881
order-01a31bff,EventType.ORDER_CREATED,2025-09-20 06:54:26.644654
order-01a5da62,EventType.ORDER_CREATED,2025-09-20 06:58:03.875237
order-01a5e571,EventType.ORDER_CREATED,2025-09-20 06:56:31.082140
order-01a6eaed,EventType.ORDER_CREATED,2025-09-20 06:56:34.215874
order-01c256db,EventType.ORDER_CREATED,2025-09-20 06:57:39.978664
order-01cb36bf,EventType.ORDER_CREATED,2025-09-20 06:58:11.192120
order-01cbb9ca,EventType.ORDER_CREATED,2025-09-20 06:58:44.795640
order-01ce39c6,EventType.ORDER_CREATED,2025-09-20 06:57:12.079357
order-01d0926c,EventType.ORDER_CREATED,2025-09-20 06:56:10.158171
order-01d61f55,EventType.ORDER_CREATED,2025-09-20 06:54:57.103273
order-01ec0ebf,EventType.ORDER_CREATED,2025-09-20 06:58:26.092386
order-01ec283e,EventType.ORDER_CREATED,2025-09-20 06:55:21.525351
order-01ef9e31,EventType.ORDER_CREATED,2025-09-20 06:58:27.423900
order-01f210ae,EventType.ORDER_CREATED,2025-09-20 06:58:22.031498
order-01f98384,EventType.ORDER_CREATED,2025-09-20 06:57:44.620273
order-01fb51f4,EventType.ORDER_CREATED,2025-09-20 06:53:50.866561
order-01fb9705,EventType.ORDER_CREATED,2025-09-20 06:56:55.729519
order-01fd0632,EventType.ORDER_CREATED,2025-09-20 06:58:49.092324
order-020924c7,EventType.ORDER_CREATED,2025-09-20 06:57:12.772787
order-0209bccc,EventType.ORDER_CREATED,2025-09-20 06:55:55.663797
order-020fc18b,EventType.ORDER_CREATED,2025-09-20 06:56:51.938166
order-0213f990,EventType.ORDER_CREATED,2025-09-20 06:58:10.046962
order-0225bba5,EventType.ORDER_CREATED,2025-09-20 06:57:15.381819
order-02279d2a,EventType.ORDER_CREATED,2025-09-20 06:55:48.347783
order-0232c1e7,EventType.ORDER_CREATED,2025-09-20 06:55:41.768033
order-023aa467,EventType.ORDER_CREATED,2025-09-20 06:56:08.493517
order-02453a89,EventType.ORDER_CREATED,2025-09-20 06:57:37.459293
order-0245e22b,EventType.ORDER_CREATED,2025-09-20 06:57:15.004089
order-025482f5,EventType.ORDER_CREATED,2025-09-20 06:55:58.913917
order-02592af8,EventType.ORDER_CREATED,2025-09-20 06:55:47.213394
order-025f5a65,EventType.ORDER_CREATED,2025-09-20 06:55:48.866156
order-0266cba7,EventType.ORDER_CREATED,2025-09-20 06:56:13.399251
order-026a0387,EventType.ORDER_CREATED,2025-09-20 06:58:10.747604
order-0274a8ee,EventType.ORDER_CREATED,2025-09-20 06:58:09.980135
order-0276bc0a,EventType.ORDER_CREATED,2025-09-20 06:58:04.103345
order-027c2949,EventType.ORDER_CREATED,2025-09-20 06:58:15.730861
order-027c7e2b,EventType.ORDER_CREATED,2025-09-20 06:56:33.076451
order-02835e28,EventType.ORDER_CREATED,2025-09-20 06:54:12.848630
order-028476ef,EventType.ORDER_CREATED,2025-09-20 06:58:10.137832
order-02a2bb3b,EventType.ORDER_CREATED,2025-09-20 06:55:53.464092
order-02a5b053,EventType.ORDER_CREATED,2025-09-20 06:55:02.124738
order-02ad03fc,EventType.ORDER_CREATED,2025-09-20 06:56:47.340873
order-02aefa13,EventType.ORDER_CREATED,2025-09-20 06:58:29.377683
order-02bfb4c7,EventType.ORDER_CREATED,2025-09-20 06:57:32.159715
order-02c12487,EventType.ORDER_CREATED,2025-09-20 06:57:32.586708
order-02c3c578,EventType.ORDER_CREATED,2025-09-20 06:54:10.530610
order-02c4e7d4,EventType.ORDER_CREATED,2025-09-20 06:57:51.010832
order-02d0d495,EventType.ORDER_CREATED,2025-09-20 06:53:45.443382
order-02d3276b,EventType.ORDER_CREATED,2025-09-20 06:58:11.128878
order-02d41df5,EventType.ORDER_CREATED,2025-09-20 06:58:46.094459
order-02d8bcd0,EventType.ORDER_CREATED,2025-09-20 06:54:47.674179
order-02da534e,EventType.ORDER_CREATED,2025-09-20 06:57:46.938800
order-02e60e0b,EventType.ORDER_CREATED,2025-09-20 06:58:36.653250
order-02e70c87,EventType.ORDER_CREATED,2025-09-20 06:58:01.579515
order-02ea278e,EventType.ORDER_CREATED,2025-09-20 06:54:07.251075
order-02f74cdf,EventType.ORDER_CREATED,2025-09-20 06:56:51.697965
order-02f8c24f,EventType.ORDER_CREATED,2025-09-20 06:55:54.852930
order-0301b579,EventType.ORDER_CREATED,2025-09-20 06:58:46.260481
order-0304eeff,EventType.ORDER_CREATED,2025-09-20 06:55:57.531448
order-0306651b,EventType.ORDER_CREATED,2025-09-20 06:58:59.891465
order-0306f4bd,EventType.ORDER_CREATED,2025-09-20 06:57:16.492994
order-0309935b,EventType.ORDER_CREATED,2025-09-20 06:58:14.198987
order-030bc6a0,EventType.ORDER_CREATED,2025-09-20 06:57:59.723273
order-031ec9f5,EventType.ORDER_CREATED,2025-09-20 06:56:20.992239
order-0320bd69,EventType.ORDER_CREATED,2025-09-20 06:55:49.736605
order-0321feb2,EventType.ORDER_CREATED,2025-09-20 06:58:24.648817
order-0325f771,EventType.ORDER_CREATED,2025-09-20 06:58:15.918060
order-0328ca11,EventType.ORDER_CREATED,2025-09-20 06:57:45.171851
order-03296779,EventType.ORDER_CREATED,2025-09-20 06:58:51.625686
order-03352ba1,EventType.ORDER_CREATED,2025-09-20 06:57:57.429117
order-0344588c,EventType.ORDER_CREATED,2025-09-20 06:53:43.469945
order-034566f5,EventType.ORDER_CREATED,2025-09-20 06:58:03.970580
order-034eeade,EventType.ORDER_CREATED,2025-09-20 06:58:06.394813
order-034fad9b,EventType.ORDER_CREATED,2025-09-20 06:57:44.448790
order-0350007d,EventType.ORDER_CREATED,2025-09-20 06:56:15.806398
order-0352deff,EventType.ORDER_CREATED,2025-09-20 06:55:19.340797
order-0358b7f1,EventType.ORDER_CREATED,2025-09-20 06:57:42.964083
order-035925a9,EventType.ORDER_CREATED,2025-09-20 06:55:25.343467
order-035b2d13,EventType.ORDER_CREATED,2025-09-20 06:55:38.099739
order-035bfa8d,EventType.ORDER_CREATED,2025-09-20 06:57:12.861452
order-035f4dcc,EventType.ORDER_CREATED,2025-09-20 06:55:52.509098
order-035f7455,EventType.ORDER_CREATED,2025-09-20 06:58:08.586493
order-0362303f,EventType.ORDER_CREATED,2025-09-20 06:58:55.183265
order-036d7b47,EventType.ORDER_CREATED,2025-09-20 06:55:23.186361
order-0377234d,EventType.ORDER_CREATED,2025-09-20 06:56:45.164153
order-037a359d,EventType.ORDER_CREATED,2025-09-20 06:58:13.659009
order-0380f850,EventType.ORDER_CREATED,2025-09-20 06:56:32.761799
order-0381cc87,EventType.ORDER_CREATED,2025-09-20 06:56:13.754135
order-038d7775,EventType.ORDER_CREATED,2025-09-20 06:56:47.650703
order-038e40ae,EventType.ORDER_CREATED,2025-09-20 06:58:27.127147
order-03971156,EventType.ORDER_CREATED,2025-09-20 06:58:45.009770
order-039ae659,EventType.ORDER_CREATED,2025-09-20 06:56:11.122435
order-039ba489,EventType.ORDER_CREATED,2025-09-20 06:59:00.835139
order-039ead72,EventType.ORDER_CREATED,2025-09-20 06:58:53.734950
order-039f1907,EventType.ORDER_CREATED,2025-09-20 06:57:48.312443
order-039f40e2,EventType.ORDER_CREATED,2025-09-20 06:55:51.528270
order-03a13043,EventType.ORDER_CREATED,2025-09-20 06:57:35.437506
order-03a22b64,EventType.ORDER_CREATED,2025-09-20 06:55:36.851651
order-03a6c6b5,EventType.ORDER_CREATED,2025-09-20 06:57:39.431857
order-03a7a0ad,EventType.ORDER_CREATED,2025-09-20 06:53:40.959381
order-03b5d4b8,EventType.ORDER_CREATED,2025-09-20 06:55:44.774247
order-03b8bfd3,EventType.ORDER_CREATED,2025-09-20 06:55:58.996898
order-03c04496,EventType.ORDER_CREATED,2025-09-20 06:55:59.501908
order-03c06e47,EventType.ORDER_CREATED,2025-09-20 06:57:02.805564
order-03c7a553,EventType.ORDER_CREATED,2025-09-20 06:58:58.975090
order-03c81ade,EventType.ORDER_CREATED,2025-09-20 06:53:41.885602
order-03d0ba1f,EventType.ORDER_CREATED,2025-09-20 06:58:49.667758
order-03d21232,EventType.ORDER_CREATED,2025-09-20 06:58:24.936029
order-03dc6b1a,EventType.ORDER_CREATED,2025-09-20 06:56:43.774648
order-03de1cd1,EventType.ORDER_CREATED,2025-09-20 06:57:32.201723
order-03deaf81,EventType.ORDER_CREATED,2025-09-20 06:54:45.504935
order-03e187e8,EventType.ORDER_CREATED,2025-09-20 06:58:03.367758
order-03e2d526,EventType.ORDER_CREATED,2025-09-20 06:57:48.908830
order-03e7bd01,EventType.ORDER_CREATED,2025-09-20 06:57:38.630141
order-03e98e93,EventType.ORDER_CREATED,2025-09-20 06:57:48.026320
order-03efff09,EventType.ORDER_CREATED,2025-09-20 06:57:56.049078
order-03f0112f,EventType.ORDER_CREATED,2025-09-20 06:57:16.876017
order-03f1e5fa,EventType.ORDER_CREATED,2025-09-20 06:58:25.169922
order-0402be20,EventType.ORDER_CREATED,2025-09-20 06:57:57.892047
order-04111f90,EventType.ORDER_CREATED,2025-09-20 06:58:46.751890
order-0416dc81,EventType.ORDER_CREATED,2025-09-20 06:54:23.837802
order-04181e55,EventType.ORDER_CREATED,2025-09-20 06:58:16.956212
order-04195f0b,EventType.ORDER_CREATED,2025-09-20 06:57:42.898442
order-041aac1e,EventType.ORDER_CREATED,2025-09-20 06:55:48.211113
order-0425859f,EventType.ORDER_CREATED,2025-09-20 06:55:45.073573
order-042e8d1c,EventType.ORDER_CREATED,2025-09-20 06:58:34.286356
order-04344523,EventType.ORDER_CREATED,2025-09-20 06:58:07.391536
order-0438315d,EventType.ORDER_CREATED,2025-09-20 06:54:26.184932
order-0441ade8,EventType.ORDER_CREATED,2025-09-20 06:58:40.778587
order-044709ee,EventType.ORDER_CREATED,2025-09-20 06:58:52.420302
order-0447d142,EventType.ORDER_CREATED,2025-09-20 06:58:16.530461
order-04541f2f,EventType.ORDER_CREATED,2025-09-20 06:57:10.685700
order-0454c46e,EventType.ORDER_CREATED,2025-09-20 06:58:31.427812
order-0463f997,EventType.ORDER_CREATED,2025-09-20 06:58:05.595309
order-046dc082,EventType.ORDER_CREATED,2025-09-20 06:57:48.670069
order-04725b62,EventType.ORDER_CREATED,2025-09-20 06:58:20.679715
order-04731627,EventType.ORDER_CREATED,2025-09-20 06:56:42.389266
order-04776e4d,EventType.ORDER_CREATED,2025-09-20 06:57:35.985906
order-048116c1,EventType.ORDER_CREATED,2025-09-20 06:55:46.220484
order-04819632,EventType.ORDER_CREATED,2025-09-20 06:58:22.576594
order-0483b976,EventType.ORDER_CREATED,2025-09-20 06:57:11.033264
order-04855a33,EventType.ORDER_CREATED,2025-09-20 06:57:55.369930
order-04856275,EventType.ORDER_CREATED,2025-09-20 06:55:37.307614
order-0488475f,EventType.ORDER_CREATED,2025-09-20 06:54:30.074135
order-0488ba31,EventType.ORDER_CREATED,2025-09-20 06:56:39.113148
order-0493b265,EventType.ORDER_CREATED,2025-09-20 06:57:50.516404
order-04954a69,EventType.ORDER_CREATED,2025-09-20 06:58:46.929780
order-0495c4ca,EventType.ORDER_CREATED,2025-09-20 06:56:18.673827
order-049aaa84,EventType.ORDER_CREATED,2025-09-20 06:57:43.050156
order-04ac626b,EventType.ORDER_CREATED,2025-09-20 06:54:52.407815
order-04b172b0,EventType.ORDER_CREATED,2025-09-20 06:57:52.857762
order-04b4b1d4,EventType.ORDER_CREATED,2025-09-20 06:58:56.874474
order-04be68fe,EventType.ORDER_CREATED,2025-09-20 06:58:29.984564
order-04c40084,EventType.ORDER_CREATED,2025-09-20 06:58:23.320706
order-04c5380f,EventType.ORDER_CREATED,2025-09-20 06:58:39.915620
order-04c53e0d,EventType.ORDER_CREATED,2025-09-20 06:58:00.600892
order-04c92246,EventType.ORDER_CREATED,2025-09-20 06:58:37.352893
order-04c9352e,EventType.ORDER_CREATED,2025-09-20 06:56:08.735876
order-04da0569,EventType.ORDER_CREATED,2025-09-20 06:58:44.011579
order-04dddaa4,EventType.ORDER_CREATED,2025-09-20 06:55:00.584827
order-04de0658,EventType.ORDER_CREATED,2025-09-20 06:58:41.900444
order-04e21f1d,EventType.ORDER_CREATED,2025-09-20 06:58:11.592158
order-04e27564,EventType.ORDER_CREATED,2025-09-20 06:55:48.768650
order-04e9da79,EventType.ORDER_CREATED,2025-09-20 06:58:26.177257
order-04ec5f2e,EventType.ORDER_CREATED,2025-09-20 06:58:04.259042
order-04f0241a,EventType.ORDER_CREATED,2025-09-20 06:55:56.892607
order-04f7291d,EventType.ORDER_CREATED,2025-09-20 06:56:47.267372
order-04f7e393,EventType.ORDER_CREATED,2025-09-20 06:58:04.780142
order-04f91aed,EventType.ORDER_CREATED,2025-09-20 06:54:14.005834
order-04fd14f3,EventType.ORDER_CREATED,2025-09-20 06:57:47.019509
order-05079ad0,EventType.ORDER_CREATED,2025-09-20 06:57:36.223407
order-050dabed,EventType.ORDER_CREATED,2025-09-20 06:58:58.706961
order-051332db,EventType.ORDER_CREATED,2025-09-20 06:56:52.461374
order-05152f4c,EventType.ORDER_CREATED,2025-09-20 06:58:41.505076
order-051d456b,EventType.ORDER_CREATED,2025-09-20 06:58:10.428333
order-05211d24,EventType.ORDER_CREATED,2025-09-20 06:56:29.316380
order-0525ce48,EventType.ORDER_CREATED,2025-09-20 06:58:01.708128
order-05315779,EventType.ORDER_CREATED,2025-09-20 06:54:31.904945
order-05342cea,EventType.ORDER_CREATED,2025-09-20 06:58:28.627788
order-05384c55,EventType.ORDER_CREATED,2025-09-20 06:55:44.219401
order-054e7900,EventType.ORDER_CREATED,2025-09-20 06:55:26.734709
order-05535091,EventType.ORDER_CREATED,2025-09-20 06:58:48.210442
order-0559965d,EventType.ORDER_CREATED,2025-09-20 06:56:17.365159
order-057877d0,EventType.ORDER_CREATED,2025-09-20 06:55:59.035617
order-0578baef,EventType.ORDER_CREATED,2025-09-20 06:58:48.682172
order-057920d9,EventType.ORDER_CREATED,2025-09-20 06:55:19.667308
order-05851ac7,EventType.ORDER_CREATED,2025-09-20 06:58:39.204588
order-05883d01,EventType.ORDER_CREATED,2025-09-20 06:58:52.840510
order-05885690,EventType.ORDER_CREATED,2025-09-20 06:56:49.012617
order-058a19e3,EventType.ORDER_CREATED,2025-09-20 06:57:12.480415
order-05959de7,EventType.ORDER_CREATED,2025-09-20 06:56:00.807708
order-05b0212e,EventType.ORDER_CREATED,2025-09-20 06:58:25.552939
order-05b6fcd4,EventType.ORDER_CREATED,2025-09-20 06:56:03.573462
order-05b911dc,EventType.ORDER_CREATED,2025-09-20 06:58:20.186572
order-05be5bcc,EventType.ORDER_CREATED,2025-09-20 06:56:12.090398
order-05c4e1ab,EventType.ORDER_CREATED,2025-09-20 06:55:23.164524
order-05c92e38,EventType.ORDER_CREATED,2025-09-20 06:58:57.406504
order-05cf4ab6,EventType.ORDER_CREATED,2025-09-20 06:58:46.429987
order-05cfe7ff,EventType.ORDER_CREATED,2025-09-20 06:54:01.638873
order-05d86e2c,EventType.ORDER_CREATED,2025-09-20 06:56:10.640745
order-05db9a2c,EventType.ORDER_CREATED,2025-09-20 06:54:20.784924
order-05dca3e4,EventType.ORDER_CREATED,2025-09-20 06:58:10.858218
order-05e53c37,EventType.ORDER_CREATED,2025-09-20 06:54:44.339503
order-05e859c7,EventType.ORDER_CREATED,2025-09-20 06:58:53.146689
order-05ecc65a,EventType.ORDER_CREATED,2025-09-20 06:56:23.359889
order-05f6507b,EventType.ORDER_CREATED,2025-09-20 06:56:11.231738
order-05ffbfea,EventType.ORDER_CREATED,2025-09-20 06:55:46.393796
order-06025fb5,EventType.ORDER_CREATED,2025-09-20 06:55:43.828879
order-060956ce,EventType.ORDER_CREATED,2025-09-20 06:55:54.644200
order-060a5d36,EventType.ORDER_CREATED,2025-09-20 06:57:51.972519
order-060d6506,EventType.ORDER_CREATED,2025-09-20 06:57:32.574391
order-060ee1f7,EventType.ORDER_CREATED,2025-09-20 06:57:10.017726
order-06135fbd,EventType.ORDER_CREATED,2025-09-20 06:55:25.976667
order-0619efe3,EventType.ORDER_CREATED,2025-09-20 06:58:13.394965
order-0622442d,EventType.ORDER_CREATED,2025-09-20 06:53:43.195810
order-0624346a,EventType.ORDER_CREATED,2025-09-20 06:57:48.424818
order-0628dfea,EventType.ORDER_CREATED,2025-09-20 06:58:58.556904
order-062c62ce,EventType.ORDER_CREATED,2025-09-20 06:57:32.166112
order-0632ca4e,EventType.ORDER_CREATED,2025-09-20 06:58:27.788972
order-06351989,EventType.ORDER_CREATED,2025-09-20 06:55:27.842880
order-06365f04,EventType.ORDER_CREATED,2025-09-20 06:56:12.994569
order-06394b39,EventType.ORDER_CREATED,2025-09-20 06:57:11.516904
order-063e71d8,EventType.ORDER_CREATED,2025-09-20 06:56:26.438187
order-06422d41,EventType.ORDER_CREATED,2025-09-20 06:55:52.341002
order-06440f22,EventType.ORDER_CREATED,2025-09-20 06:57:54.968012
order-06589679,EventType.ORDER_CREATED,2025-09-20 06:58:37.270073
order-0661b175,EventType.ORDER_CREATED,2025-09-20 06:55:37.808086
order-066980d3,EventType.ORDER_CREATED,2025-09-20 06:57:01.677862
order-066f4441,EventType.ORDER_CREATED,2025-09-20 06:58:51.795938
order-0670f098,EventType.ORDER_CREATED,2025-09-20 06:56:53.943075
order-067341be,EventType.ORDER_CREATED,2025-09-20 06:56:47.840033
order-06783e8f,EventType.ORDER_CREATED,2025-09-20 06:57:02.168424
order-06789e00,EventType.ORDER_CREATED,2025-09-20 06:58:37.611754
order-06823186,EventType.ORDER_CREATED,2025-09-20 06:54:46.321288
order-068aaa47,EventType.ORDER_CREATED,2025-09-20 06:54:00.547315
order-068f26ef,EventType.ORDER_CREATED,2025-09-20 06:57:01.729917
order-0690274c,EventType.ORDER_CREATED,2025-09-20 06:57:49.313267
order-0692d7fd,EventType.ORDER_CREATED,2025-09-20 06:58:01.493841
order-06a302b2,EventType.ORDER_CREATED,2025-09-20 06:55:02.944254
order-06a44920,EventType.ORDER_CREATED,2025-09-20 06:57:11.983924
order-06a51a47,EventType.ORDER_CREATED,2025-09-20 06:57:39.835126
order-06adebea,EventType.ORDER_CREATED,2025-09-20 06:55:42.060292
order-06af9ebe,EventType.ORDER_CREATED,2025-09-20 06:58:35.651673
order-06b01582,EventType.ORDER_CREATED,2025-09-20 06:56:24.572443
order-06b25628,EventType.ORDER_CREATED,2025-09-20 06:57:01.851117
order-06b3c106,EventType.ORDER_CREATED,2025-09-20 06:58:52.692005
order-06b579a1,EventType.ORDER_CREATED,2025-09-20 06:56:11.588227
order-06b7dbd9,EventType.ORDER_CREATED,2025-09-20 06:56:24.641577
order-06c158b1,EventType.ORDER_CREATED,2025-09-20 06:55:34.152859
order-06c31f46,EventType.ORDER_CREATED,2025-09-20 06:55:39.338034
order-06ce6169,EventType.ORDER_CREATED,2025-09-20 06:54:20.957691
order-06d226c1,EventType.ORDER_CREATED,2025-09-20 06:58:07.144301
order-06d5d22a,EventType.ORDER_CREATED,2025-09-20 06:58:31.956047
order-06d7222a,EventType.ORDER_CREATED,2025-09-20 06:53:45.311979
order-06dbf7ca,EventType.ORDER_CREATED,2025-09-20 06:58:30.799438
order-06ddbe26,EventType.ORDER_CREATED,2025-09-20 06:58:53.936973
order-06ec02c6,EventType.ORDER_CREATED,2025-09-20 06:55:40.793254
order-070283d0,EventType.ORDER_CREATED,2025-09-20 06:57:47.727637
order-0704f76a,EventType.ORDER_CREATED,2025-09-20 06:58:37.853783
order-070520f0,EventType.ORDER_CREATED,2025-09-20 06:56:50.533790
order-0713f2a5,EventType.ORDER_CREATED,2025-09-20 06:55:30.107579
order-0718148c,EventType.ORDER_CREATED,2025-09-20 06:57:18.192761
order-071b28fc,EventType.ORDER_CREATED,2025-09-20 06:57:35.972923
order-072013c2,EventType.ORDER_CREATED,2025-09-20 06:55:52.939817
order-07211e25,EventType.ORDER_CREATED,2025-09-20 06:59:00.613469
order-0722f5b5,EventType.ORDER_CREATED,2025-09-20 06:55:05.503439
order-07250a87,EventType.ORDER_CREATED,2025-09-20 06:58:37.382425
order-072e83f3,EventType.ORDER_CREATED,2025-09-20 06:57:54.156647
order-0730e356,EventType.ORDER_CREATED,2025-09-20 06:57:53.682969
order-073f5901,EventType.ORDER_CREATED,2025-09-20 06:57:01.513684
order-074220f2,EventType.ORDER_CREATED,2025-09-20 06:58:31.521314
order-0746f703,EventType.ORDER_CREATED,2025-09-20 06:54:40.306100
order-0749677c,EventType.ORDER_CREATED,2025-09-20 06:57:58.154173
order-074a2fb2,EventType.ORDER_CREATED,2025-09-20 06:57:10.199340
order-074c211d,EventType.ORDER_CREATED,2025-09-20 06:58:45.471948
order-074d9cc1,EventType.ORDER_CREATED,2025-09-20 06:58:01.174650
order-0750171f,EventType.ORDER_CREATED,2025-09-20 06:57:05.639697
order-0754f8a3,EventType.ORDER_CREATED,2025-09-20 06:58:25.475920
order-07651192,EventType.ORDER_CREATED,2025-09-20 06:55:19.759310
order-076663f8,EventType.ORDER_CREATED,2025-09-20 06:54:44.937459
order-076924aa,EventType.ORDER_CREATED,2025-09-20 06:57:52.827437
order-07785a0e,EventType.ORDER_CREATED,2025-09-20 06:55:29.130061
order-0778d350,EventType.ORDER_CREATED,2025-09-20 06:57:40.072194
order-0779aff1,EventType.ORDER_CREATED,2025-09-20 06:54:31.953615
order-0789e30f,EventType.ORDER_CREATED,2025-09-20 06:55:38.668014
order-078b08e1,EventType.ORDER_CREATED,2025-09-20 06:57:46.257430
order-078b251c,EventType.ORDER_CREATED,2025-09-20 06:56:26.566158
